niche_id,niche,check_signer,public_price_incumbents_count,public_price_urls,gatekeeper_found,gatekeeper_evidence_url,top4_share,concentration_source_url,fragmentation_score,notes
46,Mosquito & bird control services,owner-operator (1-2 location mosquito/wildlife firms; vendors price per route/van),4,https://intercom.help/gorilladesk/en/articles/431660-plans-pricing ($49/mo per route); https://pocomos.com/blog/how-much-does-pest-control-software-cost/ (from $59/mo); https://myquoteiq.com/best-software-for-pest-control-businesses/ ($29.99/mo); https://wildpipe.com/index.php/wildpipe-plans (5% of revenue),no (franchise slice only),https://www.franchising.com/news/20121231_mosquito_joe_chooses_franconnect_as_official_franc.html,low concentration; largest Rentokil (no top-4 figure),https://www.ibisworld.com/united-states/industry/pest-control/1495/,5,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices, +1 no gatekeeper (Mosquito Joe/Mosquito Squad franchisees use franchisor systems but franchises are a minority of 18k+ firms), +1 IBISWorld 'low market share concentration' and Briostack 'highly fragmented, most firms 1-2 locations' (https://www.briostack.com/blog/pest-control-industry-statistics). Establishment count is whole pest-control NAICS."
63,Private investigators,owner-operator (solo PIs and 3-15 investigator agencies; CROSStrax Entry tier = 1 admin + 2 investigators),3,https://www.crosstrax.co/pricing/ ($35/mo); https://www.therms.io/pricing/ ($45/mo); https://casejacket.com/ (free plan per https://www.guideflow.com/blog/private-investigator-software),no,https://www.nciss.org/membership-and-benefits,"top 4 <15% (2023, via zipdo); 85% of agencies <10 employees (IBISWorld 2022 via gitnux)",https://zipdo.co/private-investigation-industry-statistics/,5,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices (Case Jacket free plan counted; Trackops has a pricing page but no amount in results), +1 no gatekeeper (NCISS/NALI list no endorsed software; state licensing boards do not dictate software), +1 concentration: 'highly fragmented', top-4 <15% (third-party statistic pages citing IBISWorld; IBISWorld page https://www.ibisworld.com/united-states/industry/investigation-services/6484/)."
72,Tax preparation offices,owner-operator (independent EAs/preparers; solo and 2-user plans),3,https://taxdome.com/blog/best-tax-practice-management-software (from $58/mo); https://www.getcanopy.com/blog/canopy-vs-taxdome/ ($74/user/mo); https://taxaroo.com/pricing/ ($79/mo),no (franchise slice only),https://www.franchisegator.com/franchises/jackson-hewitt-tax-service/,moderate concentration; H&R Block 24.6% of industry revenue; largest Intuit,https://www.ibisworld.com/united-states/industry/tax-preparation-services/1399/,4,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices, +1 no gatekeeper for independents (Jackson Hewitt ProFiler and Liberty Tax proprietary software bind franchisees only; IRS EFIN is a license not a software mandate), +0 concentration: IBISWorld says 'moderate market share concentration' and H&R Block alone holds 24.6%; top-4 <40% could not be shown. Note IBISWorld industry includes DIY software (Intuit)."
79,Title & escrow agencies,"owner/manager of independent title agency (8,286 firms; per-user SaaS)",1,"https://www.goodfirms.co/software/titletap ($249/mo, third-party); https://www.certifid.com/article/title-production-software (SoftPro add-on minimums $75-$400/mo)",no (underwriter mandate not found),https://agency.firstam.com/resources/what-is-a-title-underwriter?hs_amp=true,highly fragmented; no company >5% share (IBISWorld Title Insurance),https://www.ibisworld.com/united-states/industry/title-insurance/4784/,4,"+1 owner-operator, +1 >=1 public price (TitleTap $249 via GoodFirms; SoftPro module minimums; core production systems Qualia/SoftPro/Settlor/AccuTitle are contact-sales), +0 <3 public prices, +1 no gatekeeper found (underwriters require integration, no result showed a production-software mandate), +1 IBISWorld 'highly fragmented, no company >5%'. Caveat: production-software market itself is consolidating under Qualia (ResWare, RamQuest, E-Closing acquired)."
86,Independent tire shops,owner-operator (independent tire dealers = two-thirds of revenue; many <5 employees),3,"https://www.torque360.co/pricing/ ($99.99/mo); https://www.softwareadvice.com/auto-repair/tireshop-profile/ ($135/mo, third-party); https://anolla.com/en/tire-shop-software (free plan)","no (manufacturer programs offer, do not mandate)",https://www.asaauto.com/products/cornerstone,low concentration; high fragmentation; ATD <10%; independents two-thirds of revenue,https://www.ibisworld.com/united-states/industry/tire-dealers/1013/,5,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices (Torque360 vendor page; TireShop via Software Advice; Anolla free tier; Tire Guru has a pricing page but no amount surfaced), +1 no gatekeeper (Bridgestone dealers get Cornerstone/ASA as a partner tool; TireHub portal integrates with dealer POS; no mandate found), +1 IBISWorld 'low concentration, high level of fragmentation, low barriers to entry'."
94,Courier & last-mile delivery companies,owner-operator (local courier firms of 1-50 drivers; per-driver/per-order pricing),5,https://www.ontime360.com/courier-software-cost ($99/mo); https://www.shipday.com/pricing ($0/$39/mo); https://www.track-pod.com/pricing-delivery-app/ ($59/driver/mo); https://www.wodely.com/top-10-courier-management-software-in-2026-best-tools-for-efficient-last-mile-delivery/ ($49/mo); https://www.routific.com/blog/best-courier-software (Onfleet $619/mo),no,https://clda.org/,moderate concentration; largest FedEx (US); global low concentration,https://www.ibisworld.com/united-states/industry/couriers-local-delivery-services/1950/,4,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices, +1 no gatekeeper (CLDA lists no endorsed software; Courierboard is an affiliate network), +0 concentration: IBISWorld US industry (which includes FedEx/UPS local delivery) is 'moderate'; the independent local-courier subsegment is not separately scored. Establishment count is 2020 Census (5,362) and conflicts with siccode partial count."
102,Boat dealers & marinas,owner-operator (family-run marinas and single-location boat dealers; per-slip/per-location pricing),3,https://www.softwareadvice.com/product/536921-SlipBoss/ (free/$100/$250 per mo); https://www.dealerrock.com/pricing/ ($390/mo); https://www.guideflow.com/blog/boat-dealer-software (BiT DMS $238/mo),no,https://tradeonlytoday.com/post-type-feature/get-with-the-program/,"Boat Sales & Repair: low concentration (largest MarineMax); Marinas: highly fragmented, top 3 <5% of revenue",https://www.ibisworld.com/united-states/industry/marinas/1654/,5,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices, +1 no gatekeeper (no result showed Brunswick/Yamaha dealer agreements mandating a DMS), +1 IBISWorld marinas 'highly fragmented, no company >5%' and boat dealers 'low market share concentration' (https://www.ibisworld.com/united-states/number-of-businesses/boat-dealership-repair/1010/). Note DockMaster (largest marina vertical) is a Valsoft->Aspire rollup asset."
109,Independent hardware stores,owner-operator (independent hardware store owners; but most are co-op members),2,https://koronapos.com/pricing/ ($59/terminal/mo); https://www.thegeneralstore.com/pricing/ ($49/mo),yes (co-op endorsement),https://hbsdealer.com/news/ace-doubles-down-on-pos-partnership,highly fragmented; no company >5% (IBISWorld Hardware Stores),https://www.ibisworld.com/united-states/industry/hardware-stores/1033/,3,"+1 owner-operator, +1 >=1 public price, +0 <3 public prices (KORONA, The General Store; Rundoo/RockSolid/Paladin/Epicor are quote-based), +0 gatekeeper found: Ace Hardware exclusively recommends Epicor Eagle to its 5,300+ member stores (3,400+ already on it) and Do it Best named Epicor its exclusively endorsed POS vendor (https://www.epicor.com/en-us/newsroom/news-releases/ace-strategic-partnership/); True Value supports other POS. Co-ops cover most independents, so treated as gatekeeper. +1 IBISWorld 'highly fragmented'."
116,Independent pharmacies,owner-pharmacist (independent community pharmacies; single-store pricing),2,"https://refillassistant.com/pricing/ ($129/mo); https://www.capterra.com/p/120411/Datascan-Pharmacy-Software/pricing/ ($2,500/mo, third-party)",no software mandate found (payer/PSAO structure present),https://www.drugchannels.net/2025/09/inside-2025-psao-market-how-wholesalers.html,"US Pharmacies & Drug Stores: CVS 16%, Walgreens 14%, Rite Aid 7%, other 63% (IBISWorld via scrapehero); largest CVS",https://www.ibisworld.com/united-states/industry/pharmacies-drug-stores/1054/,3,"+1 owner-operator, +1 >=1 public price, +0 <3 public prices (PioneerRx/Liberty prices are third-party estimates; BestRx/Datascan quote-based), +1 no gatekeeper dictating software (Health Mart/McKesson franchise 5,000+ stores and PSAOs shape contracts but no PMS mandate appeared; PBM claim switches are a data gate, not a vendor mandate), +0 concentration: industry-level top-3 already 37% and CVS is largest; independents are ~1/3 of stores (https://www.commonwealthfund.org/publications/issue-briefs/2021/aug/competition-consolidation-evolution-pharmacy-market)."
123,Pet grooming salons & mobile groomers,owner-operator (solo salons and single-van mobile groomers; per-van pricing),5,https://www.moego.pet/pricing ($49/mo per van); https://get.groomer.io/pricing ($99/mo); https://www.groomsoft.com/pricing/ ($29.95/mo); https://www.animalo.com/blog/pet-grooming-software-ultimate-2026-guide-for-salons ($50/mo); https://tryteddy.com/blog/best-mobile-pet-grooming-software-kg76y (GrooMore $39/mo),no (franchise slice only),https://aussiepetmobilefranchising.com/pet-franchise-blog/pet-grooming-technology/,highly fragmented; no company >5% (IBISWorld Pet Grooming & Boarding),https://www.ibisworld.com/united-states/industry/pet-grooming-boarding/1735/,5,"+1 owner-operator, +1 >=1 public price, +1 >=3 public prices, +1 no gatekeeper (Aussie Pet Mobile / Splash and Dash supply franchisee software; franchises are a small share of 32,943 pet-care firms), +1 IBISWorld 'highly fragmented, no company >5%'. Strongest public-price coverage in this slice."
