niche_id,tool,domain,meta_lookup_url,meta_active_ads,meta_ads_60d,meta_ads_120d,meta_platforms,meta_cta,google_lookup_url,google_advertiser_page_url,google_ad_count,google_formats,google_overlap_90d_pass,linkedin_lookup_url,linkedin_present,linkedin_date_ranges,headcount_bonus,headcount_bonus_evidence_url,direct_response_cta,verified_score,pending_signals,notes
28,TurfEstimator,turfestimator.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=TurfEstimator&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=turfestimator.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=TurfEstimator,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
28,QuoteIQ,myquoteiq.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=QuoteIQ&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=myquoteiq.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=QuoteIQ,unverified (host blocked),unverified (host blocked),2,https://myquoteiq.com/about-us/,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; all platform counts await local scraper run.
28,ArcSite,arcsite.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=ArcSite&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=arcsite.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=ArcSite,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
28,MeasureSquare,measuresquare.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=MeasureSquare&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=measuresquare.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=MeasureSquare,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
28,Moasure (Landscape Designer TURF),moasure.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Moasure%20%28Landscape%20Designer%20TURF%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=moasure.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Moasure%20%28Landscape%20Designer%20TURF%29,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
28,SiteRecon,unverified,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=SiteRecon&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (domain unknown),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=SiteRecon,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
61,GuardsPro (formerly Guardso),guardspro.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=GuardsPro%20%28formerly%20Guardso%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=guardspro.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=GuardsPro%20%28formerly%20Guardso%29,unverified (host blocked),unverified (host blocked),2,https://craft.co/guardspro,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; all platform counts await local scraper run.
61,Silvertrac (Trackforce),silvertracsoftware.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Silvertrac%20%28Trackforce%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=silvertracsoftware.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Silvertrac%20%28Trackforce%29,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
61,TrackTik (Trackforce),trackforce.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=TrackTik%20%28Trackforce%29&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=trackforce.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=TrackTik%20%28Trackforce%29,unverified (host blocked),unverified (host blocked),0,unverified,unverified (host blocked),0,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; no <50-headcount or bootstrapped evidence found in results.
61,Novagems,novagems.com,https://www.facebook.com/ads/library/?active_status=active&ad_type=all&country=US&q=Novagems&search_type=keyword_unordered&media_type=all,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://adstransparency.google.com/?region=US&domain=novagems.com,unverified (host blocked),unverified (host blocked),unverified (host blocked),unverified (host blocked),https://www.linkedin.com/ad-library/search?keyword=Novagems,unverified (host blocked),unverified (host blocked),2,https://tracxn.com/d/companies/novagems/__NB1bxtMvjUL5X_BHyujfQzeopaSOdUEFg6oHFQQWlSw,unverified (host blocked),2,"Meta +3, Google +3, LinkedIn +1, CTA +1 pending audit",Search-verified tool; all platform counts await local scraper run.
