niche_id,niche,tool,domain,niche_landing_url,facebook_page,linkedin_url,pricing_url,starting_price,pricing_model,founded,headcount,headcount_source_url,funding_status,funding_source_url,review_count,review_source_url,trustmrr_url,notes
45,Wildlife removal & nuisance animal control,NWCOPRO,nwcopro.com,https://www.nwcopro.com/,https://www.facebook.com/nwcopro/,unverified,https://www.g2.com/products/nwcopro-wildlife-control-software/pricing,"$26.50/mo, unlimited users",self-serve public price (figure from search summary; attribution among nwcopro.com/faq.html and G2 pricing page),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),"Vertical: calls, jobs, scheduling, state capture reports, photos, billing for NWCOs. Created by Charles Parker (http://www.nwcopro.com/aboutus.html). ZoomInfo profile exists (https://www.zoominfo.com/c/nwcoprosm/399336886) but no headcount in snippet."
45,Wildlife removal & nuisance animal control,GorillaDesk,gorilladesk.com,https://gorilladesk.com/industries/wildlife-control-software/,unverified,unverified,https://tooleduppro.com/guides/gorilladesk-pricing/,~$65/mo Basic (solo tech); Pro ~$145/mo (up to 5 techs); Business ~$245/mo; 14-day free trial,self-serve public price (third-party),2012,~8 employees (2026),https://getlatka.com/companies/gorilladesk.com,"bootstrapped, no outside funding; $880K ARR",https://getlatka.com/companies/gorilladesk.com,unverified,unverified,unverified (not searched),Pest/wildlife specialist for route-based operators; wildlife landing page.
45,Wildlife removal & nuisance animal control,QuoteIQ,myquoteiq.com,https://myquoteiq.com/wildlife-removal-companies-crm/,unverified,unverified,https://myquoteiq.com/top-10-wildlife-removal-field-service-software-in-2026/,$29.99/mo,self-serve public price (vendor roundup),2022-09-21,"unverified (vendor claims 40,000+ active users)",https://myquoteiq.com/about-us/,"100% bootstrapped, founder-funded",https://myquoteiq.com/about-us/,"4,100+ reviews, 4.7 stars (vendor claim)",https://myquoteiq.com/about-us/,unverified (not searched),Horizontal home-service CRM with dedicated wildlife landing; founders Mike Vidan & Justin Rogers (YouTube contractors); Savannah GA. Crunchbase: https://www.crunchbase.com/organization/quoteiq
45,Wildlife removal & nuisance animal control,Deelo,deelo.ai,https://www.deelo.ai/best/field-service-management-for-pest-control-wildlife,unverified,unverified,https://www.deelo.ai/blog/field-service-software-cost-2026,Free plan; Starter $19/seat/mo; Business $39; Enterprise $69,self-serve public price (vendor blog),unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),Horizontal FSM + 50 business apps; its wildlife pages are SEO roundups that rank itself first - treat as vendor claims.
45,Wildlife removal & nuisance animal control,FieldRoutes,unverified,unverified,unverified,unverified,unverified,unverified (volume-based on active customers; no public price),contact-sales,unverified,unverified,unverified,ServiceTitan company (formerly PestRoutes),https://myquoteiq.com/top-10-wildlife-removal-field-service-software-in-2026/,unverified,unverified,unverified (not searched),Enterprise pest-and-wildlife platform named in roundups (https://www.deelo.ai/best/field-service-management-for-pest-control-wildlife); domain not shown in a result.
62,Locksmiths,Workiz,workiz.com,https://www.workiz.com/industries/locksmiths/,unverified,unverified,https://www.workiz.com/pricing-plans/,Lite free (up to 2 users); Kickstart $187/mo; Standard $229/mo; Pro $270/mo; extra users ~$40-45/user/mo; 7-day trial,"self-serve public price (figures from search summary; attribution among workiz.com/pricing-plans, checkthat.ai, tooleduppro.com)",2015 (launched),157 (May 2026),https://www.crunchbase.com/organization/workiz,VC: $60M total; Series C $40M 2021-11-17,https://www.crunchbase.com/organization/workiz,unverified,unverified,unverified (not searched),"Founded by former locksmiths, call-tracking heavy (https://www.cleansavannah.com/post/best-locksmith-software-2026); San Diego; 100,000+ pros claim."
62,Locksmiths,FieldPulse,fieldpulse.com,https://www.fieldpulse.com/solutions/locksmith,unverified,unverified,https://www.fieldpulse.com/pricing,~$89/mo + $30/user (third-party estimate; vendor uses custom per-seat quote),contact-sales (custom quote),2015 (Dallas),unverified,unverified,VC: $50M Series C 2025-08-11 (Fulcrum); total $79.2M,https://contractortoolstack.com/software/fieldpulse/,unverified,unverified,unverified (not searched),Crunchbase: https://www.crunchbase.com/organization/fieldpulse. Locksmith landing page.
62,Locksmiths,TEN4 (Nexent Innovation),ten4soft.com,https://ten4soft.com/industries/locksmith-software/,unverified,unverified,https://ten4soft.com/pricing/,"unverified (pricing page exists; 14-day free trial; monthly, cancel anytime)",free trial; price not in snippet,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),Vertical-leaning FSM with locksmith dispatch/scheduling pages (https://ten4soft.com/dispatch-and-scheduling-software-for-locksmiths/); QuickBooks Online sync.
62,Locksmiths,QuoteIQ,myquoteiq.com,https://myquoteiq.com/top-10-locksmith-field-service-software-in-2026/,unverified,unverified,https://myquoteiq.com/top-10-locksmith-field-service-software-in-2026/,$29.99/mo,self-serve public price (vendor roundup),2022-09-21,unverified,https://myquoteiq.com/about-us/,100% bootstrapped,https://myquoteiq.com/about-us/,"4,100+ reviews, 4.7 stars (vendor claim)",https://myquoteiq.com/about-us/,unverified (not searched),Locksmith dispatch page also: https://myquoteiq.com/best-dispatch-software-locksmith-businesses-2026/
62,Locksmiths,ServiceTitan,servicetitan.com,https://www.servicetitan.com/industries/locksmith-software,unverified,unverified,unverified,"unverified (per-technician pricing, quote)",contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),Fits 20+ tech shops per roundup (https://www.cleansavannah.com/post/best-locksmith-software-2026).
62,Locksmiths,Housecall Pro,housecallpro.com,https://www.housecallpro.com/industries/locksmith-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),Horizontal with locksmith landing page.
62,Locksmiths,FieldEdge,fieldedge.com,https://fieldedge.com/locksmith-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),Horizontal with locksmith dispatch landing page.
62,Locksmiths,Service Fusion,servicefusion.com,https://www.servicefusion.com/locksmith-software,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified (not searched),"Horizontal with locksmith landing page. Others named without landing evidence: OctopusPro (https://octopuspro.com/locksmith-software), ManageMart (https://www.managemart.com/locksmith)."
71,Bookkeeping practices,Financial Cents,financial-cents.com,https://financial-cents.com/resources/articles/bookkeeping-practice-management-software/,unverified,unverified,https://financial-cents.com/pricing/,"Solo $19/user/mo; Team $49; Scale $69 (annual); monthly Team $69, Scale $89 (min 5 users); 14-day trial",self-serve public price,2017,37,https://pitchbook.com/profiles/company/437538-07,VC: $40M Series B Aug 2024 (Camber Creek); $77M total,https://pitchbook.com/profiles/company/437538-07,unverified,unverified,unverified (not searched),Nashville TN. Crunchbase: https://www.crunchbase.com/organization/financial-cents. Practice management for bookkeeping/accounting firms (2-30 staff).
