niche_id,niche,tool,domain,niche_landing_url,facebook_page,linkedin_url,pricing_url,starting_price,pricing_model,founded,headcount,headcount_source_url,funding_status,funding_source_url,review_count,review_source_url,trustmrr_url,notes
55,Commercial kitchen exhaust hood cleaning,HoodOps,gethoodops.com,https://www.gethoodops.com/,unverified,unverified,https://www.gethoodops.com/,"unverified (per-customer-account pricing, unlimited users; amounts not shown in results; 50% off first year if paid before Dec 31 2026)",unverified,unverified (launches Aug 2026 per https://www.gethoodops.com/),unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),"Vertical: NFPA 96 certificate generation, frequency scheduling, grease-depth logging, QA queue, EvidLY integration. Founder Arthur Haggerty, IKECA-certified operator of Cleaning Pros Plus (https://www.gethoodops.com/blog/why-we-built-hoodops). Headcount/bootstrapping not stated explicitly, so bonus 0."
55,Commercial kitchen exhaust hood cleaning,HoodClean Pro,hoodcleanpro.com,https://hoodcleanpro.com/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),"Vertical: NFPA-96 hood cleaning reports, NFPA-17A fire suppression inspections, CRM, scheduling, invoices, payments, QuickBooks sync. JS-rendered site; no pricing, founder or headcount surfaced (https://www.gethoodops.com/blog/best-hood-cleaning-software-2026)."
55,Commercial kitchen exhaust hood cleaning,ServiceTrade,servicetrade.com,https://servicetrade.com/industries/kitchen-exhaust-cleaning/,unverified,https://www.linkedin.com/company/servicetrade,unverified,unverified,contact-sales,unverified,193 (Crunchbase) / 228 as of Apr 30 2026 (Tracxn),https://tracxn.com/d/companies/servicetrade/__APALF8w4etWIA8yd9FRrj5A_9IYHUu0MwpKG9gKhk_w,"raised $150M (JMI Equity, Frontier Growth, Bull City Venture Partners); other sources $120M over 4 rounds; private equity round",https://www.crunchbase.com/organization/servicetrade,unverified,unverified,not searched (host blocked),"Horizontal commercial-service FSM (fire/life safety, mechanical) with a dedicated kitchen exhaust landing page. Durham NC."
55,Commercial kitchen exhaust hood cleaning,Smart Service (My Service Depot),smartservice.com,https://www.smartservice.com/industry/hood-cleaning-software,unverified,unverified,https://www.smartservice.com/pricing,"$49.99/mo (or $34.99/mo billed annually), unlimited users",self-serve public price,"2005 (My Service Depot, Chicago; https://www.itqlick.com/compare/service-pro/smart-service)",unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Horizontal QuickBooks-integrated FSM with dedicated hood-cleaning landing. Price per 2026 result citing smartservice.com/pricing; sourceforge lists $49/mo (https://sourceforge.net/software/product/Smart-Service/).
55,Commercial kitchen exhaust hood cleaning,QuoteIQ,myquoteiq.com,https://myquoteiq.com/crm-for-hood-vent-cleaning/,unverified,unverified,https://myquoteiq.com/crm-for-hood-vent-cleaning/,$29.99/mo Essentials; $149.99/mo Pro (4 users),self-serve public price,2022-09-21 (Savannah GA),12 (June 2025),https://bootstrappers.com/mike-vida-quoteiq/,"self-funded by founders, no VC",https://myquoteiq.com/about-us/,"4,100+ app reviews (4.7 stars) per vendor",https://myquoteiq.com/about-us/,not searched (host blocked),"Horizontal home-service CRM with dedicated hood-vent and commercial-exhaust landing pages; 40,000+ active users claimed. Founders Mike Vidan and Justin Rogers (contractor YouTubers)."
55,Commercial kitchen exhaust hood cleaning,Scheduling Manager (Thoughtful Systems),thoughtfulsystems.com,https://thoughtfulsystems.com/industries/kitchen-exhaust-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Horizontal cleaning-business scheduler with dedicated kitchen exhaust page. No pricing/headcount in results.
55,Commercial kitchen exhaust hood cleaning,Service Genius,service-genius.com,https://service-genius.com/industries/kitchen-exhaust-software/,unverified,unverified,https://www.capterra.com/p/231421/Service-Genius/,$39/mo (third-party listing),self-serve public price (third-party figure; vendor page not read),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Horizontal small-service FSM with a kitchen exhaust landing page.
55,Commercial kitchen exhaust hood cleaning,eHoodCleaner,ehoodcleaner.com,http://www.ehoodcleaner.com/hood-cleaning-software.html,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Vertical hood-cleaning scheduling software; only the landing URL surfaced.
64,Court reporting agencies,ReporterBase RB9 (OMTI),omti.com,https://www.omti.com/rb/products/rb-9/index.html,unverified,https://www.linkedin.com/company/omti,https://www.omti.com/rb/products/pricing-guide.html,"from $250/mo (subscription, month-to-month; RB9 Lite lower)",self-serve public price,OMTI founded 1992; ReporterBase first developed 1985,unverified,https://www.omti.com/company/index.html,unverified,unverified,unverified,unverified,not searched (host blocked),"Vertical agency office-management SaaS (scheduling, billing, repository, RB Connect portal); 30-day money-back. CEO Stella Chang (https://www.omti.com/company/). RB9 LinkedIn showcase: https://www.linkedin.com/showcase/reporterbase-9/. Headcount unverified."
64,Court reporting agencies,Acclaim Solaria (Acclaim Legal Solutions),acclaimlegal.com,https://www.acclaimlegal.com/acclaim-solaria,https://www.facebook.com/CourtReportingFirmSoftware/,https://www.linkedin.com/company/acclaim-legal-solutions/,https://softwarefinder.com/legal/acclaim-solariara,custom quote,contact-sales,2001 (Fort Collins CO),unverified,https://www.acclaimlegal.com/about,unverified,unverified,unverified,unverified,not searched (host blocked),"Vertical: deposition scheduling, attorney billing, reporter payroll, web/phone portal. Headcount unverified."
64,Court reporting agencies,RepAgencyWorks (Chase Software),repagencyworks.com,https://devel.repagencyworks.com/,https://www.facebook.com/repagencyworks/,unverified,https://devel.repagencyworks.com/pricing.html,"base not captured; add-ons $55/mo each (Transcript Production, NACHA file generation, extra TB repository)",self-serve public price (pricing page; base tier not captured),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),"Vertical web-based agency management: calendar, production, storage, invoicing, payroll. Copyright Chase Software 2026 (https://www.zoominfo.com/c/chase-software/411205399)."
64,Court reporting agencies,Acculaw,acculaw.com,https://www.acculaw.com/court-reporting-agency-software.aspx,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Vertical court reporting agency software (small & large). No pricing/headcount surfaced.
64,Court reporting agencies,Knovos Court Reporting System,knovos.com,https://www.knovos.com/solutions/legal/court-reporting-system/,unverified,unverified,unverified,unverified,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Legal-tech vendor module for court reporting firms; enterprise-oriented.
64,Court reporting agencies,Eclipse (Advantage Software),unverified,https://www.guideflow.com/blog/court-reporting-software,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),CAT suite for reporters/agencies with integrated billing per roundup; domain not shown in results.
73,Medical billing companies,ImagineSoftware (ImagineOne),imagineteam.com,https://imagineteam.com/specialties/billing-companies/,unverified,https://www.linkedin.com/company/technology-partners-inc--dba-imagine-software-,unverified,unverified,contact-sales,2000 (Charlotte NC),~204 (2026),https://getlatka.com/companies/imagine-software-,grew to $66M revenue without VC; acquired by Marlin Equity Partners Nov 23 2021; strategic investment from Mountaingate Capital,https://www.crunchbase.com/organization/technology-partners-dba-imagine-software,unverified,unverified,not searched (host blocked),Vertical RCM platform with dedicated billing-company specialty page; 47+ specialties; founder Sam Khashman.
73,Medical billing companies,PracticeSuite,practicesuite.com,https://practicesuite.com/medical-billing-company/,unverified,unverified,https://practicesuite.com/products/pricing/,tailored plan for billing companies; amounts not shown,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),"Multi-practice SSO dashboard across client accounts, denials/ERAs across clients; second landing https://practicesuite.com/who-we-serve/medical-billing-companies/."
73,Medical billing companies,CollaborateMD,collaboratemd.com,https://www.collaboratemd.com/pricing/medical-billing-and-labs/,unverified,unverified,https://www.collaboratemd.com/pricing/medical-billing-and-labs/,$235/mo minimum for medical billing services; per-claim from $0.32; practices $225/provider/mo,self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),Dedicated billing-service pricing page. Per-claim/minimum figures summarized from https://pricingnow.com/question/collaboratemd-pricing/ and https://intuitionlabs.ai/software/medical-billing-claims-management/practice-management-systems-billing-module/collaboratemd.
73,Medical billing companies,EZClaim,ezclaim.com,https://ezclaim.com/features-pricing/,unverified,unverified,https://ezclaim.com/features-pricing/,$149/mo (Software Finder); $159/mo per biller and $79/user/mo also cited,self-serve public price (third-party figures; vendor page not read),unverified,unverified,unverified,unverified,unverified,unverified,https://www.capterra.com/p/106348/EZClaim-Medical-Billing/,not searched (host blocked),"'Great fit for Billing Services, multiple company files' (https://www.selecthub.com/p/medical-billing-software/ezclaim/)."
73,Medical billing companies,AdvancedMD (AdvancedBiller),advancedmd.com,https://www.advancedmd.com/medical-billing/for-billing-services/,unverified,unverified,https://www.advancedmd.com/software-pricing/,"$229 to $1,070/mo tier for billing companies by client count (third-party); $429-$1,070/provider/mo packages (vendor blog https://www.advancedmd.com/blog/the-best-medical-billing-software-of-2026-features-pricing-and-performance-compared/)",self-serve public price (partly third-party),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (host blocked),AdvancedBiller Grow partner program with marketplace listing and premium support (https://www.advancedmd.com/learn/why-choose-billing-services-partner/).
