id,niche,naics,us_establishments,estab_year,estab_source_url,share_under_20_employees,share_source_url,notes
55,Commercial kitchen exhaust hood cleaning,561790,"2,851 (parent NAICS 561790, all 'other services to buildings and dwellings'; not hood-cleaning-specific)",unverified,https://siccode.com/naics-code/561790/services-buildings-dwellings,unverified,unverified,"No hood-cleaning-specific establishment count surfaced; only market-size reports (imarcgroup, wiseguyreports). IKECA has ~500 members worldwide (https://www.linkedin.com/company/ikeca) or ~250 (https://www.cleaningprosplus.com/blog/ikeca-membership-why-it-matters/). HOODZ franchise: 100+ locations (https://hoodzfranchise.com/), est. 135 units (https://www.franchisedirect.com/businessservicesfranchise/hoodz-franchise-08257/ufoc/). Industry 'not regulated in most states' (https://gaolijierobot.com/blogs/news/how-to-start-kitchen-exhaust-cleaning-business-guide-2026). Searches: 12."
64,Court reporting agencies,561492,"2,342",unverified,https://siccode.com/naics-code/561492/court-reporting-stenotype-services,unverified,unverified,"siccode: 2,342 companies verified active, est. 12,439 employees. IBISWorld: highly fragmented, no company >5% share (https://www.ibisworld.com/united-states/industry/court-reporting-services/6271/). Veritext 14% / Esquire 11% global share claims appear in third-party market reports (https://www.psmarketresearch.com/market-analysis/us-court-reporting-services-market). Searches: 9."
73,Medical billing companies,541219,"over 3,000 (medical billing services firms)",unverified,https://verticaliq.com/product/medical-billing-services/,unverified,unverified,"Vertical IQ: over 3,000 medical billing services firms under NAICS 541219; siccode lists 20,070 companies for all of 541219 (https://siccode.com/naics-code/541219-01/billing-service). IBISWorld Medical Claims Processing Services: 3,735 businesses, low concentration (https://www.ibisworld.com/united-states/industry/medical-claims-processing-services/4792/); Medical Billing Services $4.3bn 2024, -2.5% CAGR 2019-24 (https://www.ibisworld.com/united-states/industry/medical-billing-services/6341/). Searches: 10."
80,Home energy auditors / HERS raters,541690,unverified,unverified,unverified,unverified,unverified,"No count of rating companies found. Nearly 6,600 active certified HERS raters nationwide (https://www.gba.org/resources/professional-accreditation/certified-hers-rater/). Ekotrope says 220+ HERS rating companies use it and it runs nearly 80% of all HERS ratings (https://www.ekotrope.com/hers-ratings). RESNET registry is the authoritative list (https://www1.resnet.us/registry/). Searches: 11."
87,Independent used car dealers,441120,"38,000+ (NIADA 'represents over 38,000 used vehicle dealers')",unverified,https://en.wikipedia.org/wiki/National_Independent_Automobile_Dealers_Association,unverified,unverified,"siccode shows only 850 verified-active NAICS 441120 companies (https://siccode.com/naics-code/441120/used-car-dealers) - clear undercount vs NIADA. IBISWorld: CarMax 15.4% of industry revenue (https://www.ibisworld.com/united-states/industry/used-car-dealers/1004/); CarMax 10-K: market 'highly fragmented', CarMax ~3.7% of 0-10-year-old vehicles sold 2023, >18,000 franchised dealers (https://www.sec.gov/Archives/edgar/data/1170010/000117001024000034/kmx-20240229.htm). Searches: 12."
95,School bus contractors,485410,"1,001",unverified,https://siccode.com/naics-code/485410/school-employee-bus-transportation,unverified,unverified,"siccode: 1,001 verified-active companies, est. 238,304 employees (NAICS 485410 includes employee bus transport). Vertical IQ: 20 largest firms ~51% of industry revenue (https://verticaliq.com/product/school-employee-bus-transportation/). School Bus Fleet 2025 survey: private contractors handle 38% of student transportation (https://www.schoolbusfleet.com/articles/the-state-of-school-bus-contracting-2025-survey-results). Searches: 11."
103,Trailer dealers,441229,"2,890 (IBISWorld Truck Trailer Dealers)",2025,https://www.ibisworld.com/united-states/number-of-businesses/truck-trailer-dealers/5419/,unverified,unverified,"IBISWorld: 2,890 truck trailer dealers 2025 (+1.4% vs 2,851 in 2024); NAICS 441229 has been restructured into 441228 (https://www.encyclopedia.com/manufacturing/news-wires-white-papers-and-books/naics-441229-all-other-motor-vehicle-dealers). Light utility/cargo trailer dealers are not separately counted. IBISWorld: highly fragmented, no company >5% (https://www.ibisworld.com/united-states/industry/truck-trailer-dealers/5419/). Searches: 12."
110,Garden centers & nurseries,444220,"8,973 (IBISWorld Nursery & Garden Stores)",2026,https://www.ibisworld.com/united-states/number-of-businesses/nursery-garden-stores/1037/,unverified,unverified,"IBISWorld: 8,973 businesses, -0.9% CAGR 2021-26. Concentration statements conflict: 'top four 60.4% of revenue' and 'moderate concentration, largest Tractor Supply' (https://www.ibisworld.com/united-states/industry/nursery-garden-stores/1037/) - i.e. NOT fragmented by IBISWorld's measure, although independents are numerous. Searches: 12."
117,Food trucks,722330,"92,257 (IBISWorld Food Trucks)",2025,https://www.ibisworld.com/united-states/number-of-businesses/food-trucks/4322/,unverified,unverified,"IBISWorld: 92,257 food truck businesses 2025, +16.9% vs 2024, 23.7%/yr 2020-25; market $2.8bn. No company >5% share, top 50 ~20% of revenue (https://www.prweb.com/releases/food_trucks_in_the_us_industry_market_research_report_now_available_from_ibisworld/prweb11580691.htm); 91% independently owned (https://www.b2breviews.com/food-truck-statistics/). Searches: 12."
124,Pet boarding & daycare,812910,193k (IBISWorld Pet Grooming & Boarding; includes groomers/sitters),2026,https://www.ibisworld.com/united-states/number-of-businesses/pet-grooming-boarding/1735/,unverified,unverified,"IBISWorld: 193k businesses 2026, 7.6% CAGR 2021-26; 169,481 in 2025 (+4.1%); market $11.3bn 2026; highly fragmented, no company >5% (https://www.ibisworld.com/united-states/industry/pet-grooming-boarding/1735/). Franchises: Dogtopia 200+ US locations, Camp Bow Wow 170+ (https://1851franchise.com/top-pet-boarding-daycare-franchises-2730430). Searches: 12."
