niche_id,niche,tool,domain,niche_landing_url,facebook_page,linkedin_url,pricing_url,starting_price,pricing_model,founded,headcount,headcount_source_url,funding_status,funding_source_url,review_count,review_source_url,trustmrr_url,notes
56,Air duct & dryer vent cleaning,Workiz,workiz.com,https://www.workiz.com/industries/air-duct-cleaning/,unverified,unverified,https://www.workiz.com/pricing-plans/,Starter $65/mo; Team $169/mo; Professional $299/mo; +$30 per additional user; free Lite plan,self-serve public price,2015,unverified,unverified,Series C $40M (2021-11-17),https://www.crunchbase.com/funding_round/workiz-series-c--7e2538ac,unverified,unverified,not searched (budget reserved for tool discovery),"Horizontal FSM with dedicated air-duct landing page. Founded year from https://www.crunchbase.com/organization/workiz. Price tiers appeared in the result summary for the query 'Workiz pricing plans'; the vendor pricing page and saasworthy were both in the result set. Claims 110,000+ pros."
56,Air duct & dryer vent cleaning,Service Fusion,servicefusion.com,https://www.servicefusion.com/air-duct-cleaning-service-software,unverified,unverified,https://www.servicefusion.com/pricing,Starter $208/mo billed annually ($245 month-to-month); Plus about $324/mo; Pro $533/mo; unlimited users,self-serve public price,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (budget reserved for tool discovery),Horizontal FSM with dedicated air-duct landing. Prices from result summary for query 'Service Fusion pricing per month' (vendor pricing page plus serviceagent.ai and g2 in result set). Add-ons: GPS $25-$40/vehicle/mo.
56,Air duct & dryer vent cleaning,Vonigo,vonigo.com,https://www.vonigo.com/industry/air-duct-cleaning-software/,unverified,https://ca.linkedin.com/company/vonigo,unverified,unverified,contact-sales,2011,about 15 employees (May 2026); LinkedIn 11-50,https://getlatka.com/companies/vonigo,acquired by Fullsteam (Feb 2022); previously raised $2.1M over two rounds (Series A May 2018),https://app.dealroom.co/companies/vonigo,unverified,unverified,not searched (budget reserved for tool discovery),Franchise-oriented FSM with air-duct landing. Founded/founders from dealroom result. getlatka: $1.3M revenue with 16-person team in 2021. LinkedIn https://ca.linkedin.com/company/vonigo. No pricing seen in results.
56,Air duct & dryer vent cleaning,ServiceTitan,servicetitan.com,https://www.servicetitan.com/industries/air-duct-cleaning-software,unverified,unverified,unverified,third-party estimate $245-$398 per technician/mo,contact-sales,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (budget reserved for tool discovery),"Enterprise FSM with dedicated air-duct landing. Price band is a third-party roundup figure (https://wifitalents.com/best/air-duct-cleaning-software/ result set), not vendor-published."
56,Air duct & dryer vent cleaning,QuoteIQ,myquoteiq.com,https://myquoteiq.com/top-8-softwares-for-air-duct-cleaning-in-2026/,unverified,unverified,https://myquoteiq.com/pricing/,Essentials $29.99/mo (1 user); Beginner $74.99 (2); Pro $149.99 (4); Elite $299 (10); Max $699 (unlimited); 14-day free trial,self-serve public price,unverified,unverified,unverified,"self-funded, no venture capital (per result summary)",https://contractortoolstack.com/software/quoteiq/pricing/,unverified,unverified,not searched (budget reserved for tool discovery),"Home-service CRM by Mike Vidan and Justin Rogers (YouTube creators); vendor publishes its own air-duct and dryer-vent roundups (https://myquoteiq.com/top-8-softwares-for-dryer-vent-cleaning-in-2026/). Self-funded statement appeared in the result summary; attribution among result set (myquoteiq.com/pricing, contractortoolstack, intercom help) uncertain. Employee count not found."
56,Air duct & dryer vent cleaning,Upper,upperinc.com,https://www.upperinc.com/businesses/air-duct-cleaning-service-routing-and-optimization-app-software/,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (budget reserved for tool discovery),Route optimization / dispatch app with air-duct landing page. No pricing or company data in results.
56,Air duct & dryer vent cleaning,ManageMart,managemart.com,https://www.managemart.com/air-duct-cleaning,unverified,unverified,https://www.selecthub.com/p/field-service-software/managemart/,starts $16.25/mo (spotsaas) or $20/mo (selecthub); third-party,self-serve public price (third-party reported),unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (budget reserved for tool discovery),Low-cost FSM with air-duct landing. Prices from https://www.spotsaas.com/compare/managemart-vs-workiz and selecthub results; vendor pricing page not seen.
56,Air duct & dryer vent cleaning,SetTime,settime.io,https://settime.io/industries/cleaning/air-duct-cleaning-scheduling-software,unverified,unverified,unverified,free tier implied by page title,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,not searched (budget reserved for tool discovery),Scheduling tool with air-duct landing ('Free Air Duct Cleaning Scheduling Software'). No pricing detail or company data in results.
65,Process servers,ServeManager,servemanager.com,https://www.servemanager.com/,unverified,https://www.linkedin.com/company/servemanager,https://www.servemanager.com/pricing,"$51.74/mo (75 jobs); $102.45/mo (150 jobs); $190.43/mo (300 jobs); custom for 500+; free trial, no contract",self-serve public price,2007,11-50 (LinkedIn),https://www.linkedin.com/company/servemanager,backed by ServeNow (private; no round data seen),https://www.servemanager.com/,unverified,unverified,not searched (budget reserved for tool discovery),"Vertical job-lifecycle tool for process servers (assignment, GPS attempts, affidavits, e-filing, directory). Denver CO. Prices from result summary for 'ServeManager pricing per month' (vendor pricing page in result set). Also https://gregslist.com/denver/company/servemanager/."
65,Process servers,Process Server's Toolbox (PST) - DreamBuilt Software,dbsinfo.com,https://www.dbsinfo.com/Products/OurSoftware,unverified,https://www.linkedin.com/company/dreambuiltsoftware,https://sourceforge.net/software/product/Process-Servers-Toolbox/,starts $40/mo; free trial (third-party listing),free trial (third-party price),1988,unverified,unverified,private (PitchBook profile exists; no rounds seen),https://pitchbook.com/profiles/company/547087-06,unverified,unverified,not searched (budget reserved for tool discovery),"Legacy leader: 'thousands of users in over 700 companies' per https://www.dbsinfo.com/About; founder Bob Musser, Winter Park FL. Web + mobile app, job trading, client dashboard. LinkedIn https://www.linkedin.com/company/dreambuiltsoftware."
