niche_id,niche,check_signer,public_price_incumbents_count,public_price_urls,gatekeeper_found,gatekeeper_evidence_url,top4_share,concentration_source_url,fragmentation_score,notes
27,Epoxy & garage floor coating contractors,owner-operator (one- to few-crew coating contractors; vendors price $30-$150/mo with no per-user fees),3,https://myquoteiq.com/epoxy-garage-floor-coating-companies-crm/ ($29.99/mo); https://dripjobs.com/pricing ($97/mo); https://www.builderprime.com/pricing ($79/mo),no (franchisors only: GarageExperts requires ServiceMinder; Garage Force uses proprietary CRM; franchises are a minority of installers),https://www.prnewswire.com/news-releases/garageexperts-unveils-4-new-technology-platforms-to-elevate-franchisee-success-and-customer-experience-302436048.html,"no company >5% (IBISWorld Flooring Installation Services, proxy); installer level 'fragmented' (Ken Research US concrete floor coatings)",https://www.ibisworld.com/united-states/industry/flooring-installation-services/196/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper for independents, +1 fragmented. Concentration evidence is a proxy (all flooring installers; https://www.kenresearch.com/industry-reports/us-concrete-floor-coatings-market says 'fragmented at the installer level'). Franchise gatekeeping is real but limited to franchisees."
60,Document shredding services,owner/operations manager of independent shredding operators (single truck to small fleets; EZshred markets 'single truck or large fleet'),0,unverified,"no software gatekeeper found (i-SIGMA/NAID AAA is a process certification; national players Shred-it, Iron Mountain, Cintas run their own systems)",https://isigmaonline.org/certifications/naid-aaa-certification/,unverified,unverified,2,"+1 owner-operator, +1 no gatekeeper. Zero incumbents publish a self-serve price (EZshred, Q-Shred, Octopus SaaS, Total Recall all quote; Smart Service 'from $250/mo' is a third-party figure for a custom-priced horizontal). No concentration statement found; https://bizbite.io/businesses/document-shredding says national players 'dominate large enterprise accounts' with ~$3.6B market (IBISWorld 2025)."
68,Translation & interpreting agencies,agency owner / operations manager of small LSPs (Protemos targets freelancers and small companies),2,"https://www.capterra.com/p/172883/Protemos/ (EUR 68/user/mo, third-party); https://www.capterra.com/p/10031414/anolla/ (EUR 11.99/user/mo, third-party)",no (ATA is a professional association; no software mandate found; clients may require specific TMS connectors but no evidence),unverified,low market share concentration; largest is Teleperformance (IBISWorld); top 5 LSPs ~12-18% of global revenue (Mordor),https://www.ibisworld.com/united-states/industry/translation-services/1446/,4,"+1 owner-operator, +1 public price, +1 no gatekeeper, +1 low concentration. Not +1 for >=3 public prices: Plunet/XTRF/Interpreter Intelligence/Boostlingo are all quote-based; BeLazy pricing page exists but amounts not shown."
76,Small residential property managers,owner of a small property-management firm or self-managing landlord (flat per-account or per-unit pricing from free to $69/mo),7,https://www.turbotenant.com/property-management-software/best-property-management-software-for-small-landlords/ (free/$12/$28); https://renpro.com/property-management-software-pricing-comparison/ (Buildium $62); https://www.doorloop.com/blog/appfolio-vs-buildium (DoorLoop $69 promo); https://www.rentecdirect.com/pricing ($25); https://www.tenantcloud.com/review/appfolio-vs-buildium ($15); https://innago.com/pricing/ (free); https://www.yardibreeze.com/blog/2026/03/best-property-management-software-50-units/ ($1/unit),no for independents (Real Property Management franchisees must use AppFolio + LeadSimple; franchise is a small share of 340k businesses),https://fddexchange.com/fdd/real-property-management-2025/,"no company >5% (IBISWorld Residential Property Managers); low concentration, largest Prologis (Property Management)",https://www.ibisworld.com/united-states/industry/residential-property-managers/6136/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented. Crowded and well-funded (DoorLoop $130M; TurboTenant+TenantCloud merger 2026-08-18), so ad budgets are likely high; audit will tell."
83,Auto body & collision repair shops,shop owner / GM of independent collision shop (but insurer DRP terms shape workflow),2,"https://www.web-est.com/pricing.html ($119/mo); https://www.shopmonkey.io/pricing ($199/mo, general auto repair); CCC ONE $399/mo only via third-party https://www.capterra.com/p/83656/CCC-ONE-Total-Repair-Platform/","YES: insurers' direct repair programs mandate CCC (State Farm required all Select Service shops to use CCC by 2021-04-01); CCC ONE has >80% share and 30,500+ shops",https://www.repairerdrivennews.com/2020/12/30/state-farm-to-require-drp-shops-to-use-ccc-by-april-1-2021/,"Big 5 consolidators ~30% of revenue (2024), 31.7% mid-2025, 13.3% of shops; Caliber 1,800+ shops",https://focusadvisors.com/2025/09/the-first-half-of-2025-year-in-review-consolidation-continues-despite-headwinds/,3,"+1 owner-operator, +1 public price (Web-Est), +1 top-4 <40% revenue. No +1 for >=3 vendor-published prices (only 2 vendor pages; CCC figure is third-party). No +1 gatekeeper: insurer DRPs + CCC dominance dictate the estimating/claims rail. Also ~800 independent-shop closures in 2024 and rapid PE roll-ups (https://www.collisionrepairmag.com/business/article/15738732/rewards-of-scale-and-collision-industry-market-dynamics)."
90,Appliance repair,owner-operator (IBISWorld: 'overwhelming majority owner-operated with one or two trucks'),4,"https://rossware.net/PriceList.htm ($6,000 or $325/mo); https://www.repair-crm.com/2026/09/02/appliance-repair-software-the-2026-guide-for-small-shops/ ($19/mo); https://www.housecallpro.com/pricing/ ($59/mo); https://myquoteiq.com/top-10-best-scheduling-software-for-appliance-repair-businesses-in-2026/ ($29.99/mo)","no for retail/COD work; partial for warranty work (ServiceBench and ServicePower dispatch networks route manufacturer/home-warranty jobs, but do not mandate the shop's own software)",https://www.servicepower.com/blog/appliance-repair-scheduling-software,"highly fragmented, no company >5%; top four <40% of revenue (IBISWorld Appliance Repair in the US)",https://www.ibisworld.com/united-states/industry/appliance-repair/1710/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper (dispatch networks are a channel, not a software mandate), +1 fragmented. Industry counts conflict widely (5,380 to 37,769); owner-operated statement via https://bozmanfix.com/appliance-repair-statistics/."
99,Customs brokers,"licensed broker who owns a small brokerage (many are 1-10 person firms; ~11,000 active licenses)",1,https://strixsmart.com/pricing ($30/entry self-filing; $100-$250/entry full service),"YES (regulatory): only CBP-certified ABI vendors may transmit entries, and CBP publishes the vendor list; NCBFAA members handle >97% of entries but the association does not mandate software",https://www.cbp.gov/document/guidance/abi-software-vendors-list,"low market share concentration (IBISWorld Freight Forwarding & Customs Brokers in the US; biggest are Deutsche Post, UPS, C.H. Robinson)",https://www.ibisworld.com/united-states/industry/freight-forwarding-customs-brokers/1209/,3,"+1 owner-operator, +1 public price (Strix per-entry), +1 low concentration. No +1 for >=3 public prices (NetCHB, CustomsNow, CustomsCity, Magaya, CargoWise all quote/per-transaction unpublished). No +1 gatekeeper: ABI certification gates which software can file, so an agent must ride on a certified filer. Cervo AI's $100M+ acquisition by Altana (July 2026) shows the agentic wedge is live (https://www.crunchbase.com/organization/cervo-ai)."
106,Self-storage facilities,owner of a single or few-facility independent operator (~65% of US facilities are owned by operators outside the top 100),5,"https://stora.co/pricing ($83/mo); https://storeganise.com/pricing ($90/mo); https://us.6storage.com/self-storage-software/pricing/ ($75/mo); https://www.capterra.com/p/112769/Self-Storage-Software/pricing/ (Storable Easy $90/mo); https://softwareconnect.com/roundups/best-self-storage-software/ (storEDGE $129, SiteLink ~$150, third-party)",no (Self Storage Association is a trade body; REITs run in-house systems; no franchise/association software mandate found),unverified,"public companies/REITs own 23% of facilities, next top-100 own 13%, small operators ~65%; by square footage small operators 40%, REITs/public 38%",https://www.neighbor.com/storage-blog/self-storage-industry-statistics/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 top-4 <40% by facility count (SmartStop S-11: top 100 operators = 35% of properties, https://www.sec.gov/Archives/edgar/data/1585389/000119312525060868/d860878ds11a.htm). Caveat: Storable (SiteLink+storEDGE+Easy) is a dominant vendor even though the operator base is fragmented; no vendor share % found."
113,Pawn shops,"owner-operator of an independent pawn shop (majority of >12,000 locations privately held; regulatory police-reporting duties fall on the owner)",1,https://pawn-software.com/pawn-shop-pos.htm (PawnSmarts $89/mo); Bravo $79-$99/mo and PawnMaster $99/mo only via third-party https://www.itqlick.com/compare/bravo-pos-software/pawnmaster ; Pawnit <$60/mo via https://www.guideflow.com/blog/pawn-shop-software,"partial: LeadsOnline daily electronic reporting is mandated by ordinance in cities such as Chicago and New York (a reporting destination, not a POS mandate); NPA opposes; FirstCash/EZCorp chains use in-house systems",https://www.police1.com/police-products/software/data-information-sharing-software/articles/police-departments-across-the-country-are-using-a-national-system-to-solve-more-crimes-ivcpsvkoUeKyCGns/,FirstCash holds the most share (IBISWorld); FirstCash + EZCorp collectively >30% (top-4 share not stated); 'thousands of independent operators',https://www.halfinterestpawn.com/blog/pawn-shop-statistics-2026,3,"+1 owner-operator, +1 public price (PawnSmarts vendor page), +1 no software gatekeeper (LeadsOnline is a mandated data feed every pawn POS integrates with, not a dictated system). No +1 for >=3 vendor-published prices (Bravo/PawnMaster/Pawnit figures are third-party). No +1 concentration: top-2 >30% with no 'fragmented' statement from IBISWorld in results (https://www.ibisworld.com/united-states/industry/pawn-shops/4741/)."
120,Vending machine operators,owner-operator (VendSoft targets 'small vending machine operators'; VendSys serves 5 points of sale up),1,"https://www.vendsoft.com/pricing/ ($1/machine/mo, min $19); Parlevel ~$15/machine and Cantaloupe $8-$12/machine only via third-party (https://gitnux.org/best/vending-management-software/, https://vendbuddy.io/blog/best-vending-machine-card-readers-2026)","no formal gatekeeper; cashless-reader vendors (Cantaloupe, Nayax) bundle telemetry that steers VMS choice but do not mandate it",https://www.cantaloupe.com/products/telemetry/,"medium concentration: top four operators ~47.1% of revenue (IBISWorld, 2016 data); Compass Group (Canteen) largest; 14,801 businesses 2026",https://evending.com/blogs/news/state-vending-machine-operator-industry-u-s,3,"+1 owner-operator, +1 public price (VendSoft), +1 no gatekeeper. No +1 >=3 public prices (Parlevel, Cantaloupe, VendSys, Gimme, VendMAX not self-serve). No +1 concentration: top-4 47.1% >= 40% (dated 2016 figure; current IBISWorld page https://www.ibisworld.com/united-states/industry/vending-machine-operators/1113/ names Compass as leader but share not shown)."
127,Hair salons,salon owner or booth-renting stylist (per-calendar pricing from $19.95-$30/mo),5,"https://www.glossystack.com/pricing (GlossGenius $24, third-party); https://www.vagaro.com/learn/best-salon-software ($30); https://www.mangomint.com/pricing/ ($120); https://www.guideflow.com/blog/salon-software (Boulevard $176, Fresha $19.95, third-party)",no for independents (Great Clips supplies proprietary POS/software to franchisees; Regis is 3.9% of revenue),https://franchise.greatclips.com/the-great-clips-advantage/great-technology,"highly fragmented, no company >5%; Regis 3.9% of revenue (IBISWorld Hair Salons in the US)",https://www.ibisworld.com/united-states/industry/hair-salons/4410/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented. Very crowded, VC-heavy vendor set (GlossGenius $72M, Mangomint $48M, plus Square/Booksy/Fresha marketplaces)."
134,Physical therapy clinics (independent),clinic-owner physical therapist (1-5 provider practices; per-provider pricing $39-$399),2,"https://www.sprypt.com/blog/spry-pricing-physical-therapy-emr-cost ($79/provider); https://www.theraplatform.com/resources/281/physical-therapy-software ($39/mo); WebPT $99 and AdvancedMD $399 only via third-party (https://softwarefinder.com/emr-software/webpt, https://www.sprypt.com/blog/healthcare-pms-pricing)","no software mandate (Medicare/commercial payers require compliant claims via clearinghouses, and hospital systems/chains use Epic etc., but independents choose their EMR)",unverified,"no operator >10%; top five ~20% of the market; public players (Select Medical, ATI, USPH) ~10%; five chains = 9.7% of clinics",https://www.stifel.com/Newsletters/InvestmentBanking/BAL/Marketing/Healthcare/PhysicalTherapy/2025/PT_MarketOverview072025.pdf,4,"+1 owner-operator, +1 public price, +1 no gatekeeper, +1 fragmented (also https://medium.com/@joshzenilman/physical-therapy-an-industry-ripe-for-disruption-ec935db832fa). No +1 for >=3 vendor-published prices (only SPRY and TheraPlatform; WebPT/Prompt/TurboPT/Net Health quote). Heavy VC in incumbents (Prompt $213M, SPRY $25M)."
142,Dance studios,studio owner (often a teacher-owner; flat plans $30-$150/mo with unlimited students),5,"https://info.dancestudio-pro.com/pricing ($30/mo); https://www.thestudiodirector.com/pricing/ ($39/mo); https://akadasoftware.com/pricing/ (free to $45/mo); https://www.iclasspro.com/iclasspro-pricing ($129/mo); https://www.classcardapp.com/blog/best-dance-studio-software-7-tools-compared-for-2026 (Jackrabbit $49, third-party)",no (no franchisor or association software requirement found; a 2026 'franchise wave' article exists but franchises remain a small share),https://dancestudiojournal.com/studio-consolidation-the-franchise-wave-reshape-dance-in-2026/,"highly fragmented, no company >5% (IBISWorld Dance Studios in the US); 14,622 businesses 2025",https://www.ibisworld.com/united-states/industry/dance-studios/5350/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented. Incumbents are mostly small and old (Akada 7 staff since 1994; DanceStudio-Pro 2006; Jackrabbit 128 staff, only $350K raised)."
150,Tutoring centers,owner of an independent tutoring center or small agency (per-tutor pricing from $16.95/mo),4,"https://www.capterra.com/p/181623/TutorBird/ ($16.95/mo); https://www.capterra.com/p/145838/TutorCruncher/ ($30/mo); https://tutorbase.com/blog/how-much-does-tutoring-software-cost (free + 1%); https://www.teachngo.com/blog/best-tutoring-business-software-us (Teachworks $16/mo, Oases $99/mo, third-party)",no for independents (Kumon supplies its own operational software and Salesforce CRM to franchisees; Kumon 8.9% + Sylvan 4.5% share; 57% of centers are single-location or small chains),https://1851franchise.com/kumon-franchise-costs-fees-profit-and-data-for-2025-2729462,"top 10 players ~5% of revenue (2024); IBISWorld: Kumon 8.9%, Sylvan 4.5%",https://gitnux.org/us-tutoring-industry-statistics/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper (franchise software applies only to franchisees), +1 fragmented. Concentration figures conflict across sources (Kumon 8.9% vs 15%; https://www.franchisechatter.com/2014/04/15/franchise-chatter-guide-how-old-school-tutoring-franchises-are-facing-competition-from-a-new-class-of-online-only-programs/)."
157,Horse boarding & riding stables,barn owner / trainer (96.12% of boarding stables are single-owner operations),5,"https://stablesecretary.com/pricing/ ($49/mo per Guideflow); https://stablessystems.com/ ($75/mo); https://www.capterra.ca/software/188502/stablebuzz ($19.98/mo, third-party); https://apps.apple.com/us/app/equine-simplified/id1617988083 ($6.95/mo); https://www.getapp.com/industries-software/a/barnmanager/ ($10/user, third-party); https://stables.co/ (free + fee)","no (no franchisor, breed registry or association software mandate found)",unverified,"highly fragmented, no company >5% (IBISWorld Livestock Production Support Services, which includes equine boarding); 96.12% single-owner stables",https://www.ibisworld.com/united-states/industry/livestock-production-support-services/97/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented (proxy IBISWorld code; single-owner stat from https://rentechdigital.com/smartscraper/business-report-details/list-of-horse-boarding-stables-in-united-states). Vendors are tiny (Stable Secretary 2-10 staff) and a new free entrant (Stables.co, June 2026) suggests low willingness to pay."
