niche_id,niche,check_signer,public_price_incumbents_count,public_price_urls,gatekeeper_found,gatekeeper_evidence_url,top4_share,concentration_source_url,fragmentation_score,notes
59,"Environmental testing labs (asbestos, lead, water)",lab owner / lab director (small independent labs; BlazeLIMS markets 'LIMS for small labs'),3,https://cloudlims.com/lims-software-pricing/ (CloudLIMS $75-245/mo); https://qbench.com/pricing (QBench $249/user/mo); https://www.blazesystems.com/blazelims-prices/ (BlazeLIMS $350/mo 1 user),"none found (NVLAP/NELAP accreditation governs methods and reports, no software vendor mandated)",https://www.confience.io/industries/industrial-hygiene-lims,low concentration (largest Intertek; consolidation rising),https://www.ibisworld.com/united-states/number-of-businesses/laboratory-testing-services/1408/,5,"+1 owner-operator, +1 public price, +1 three public prices, +1 no gatekeeper, +1 low concentration. Price amounts come from third-party pricing guides that cite the vendor pages listed. Concentration statement is for all testing labs, not the asbestos/lead/water subset."
67,Bail bond agencies,owner-operator bail agent / small agency owner (vendors price flat $55-99/mo with unlimited agents),4,https://www.captira.com/pages/pricing-bail-management ($99/mo); https://www.bailbooks.com/pricing.aspx ($55/mo); https://ebail.app/pricing/ ($99/mo); https://sourceforge.net/software/product/Simply-Bail/ ($99/mo),none found; surety carriers issue powers and require reports but no result shows a carrier mandating agency software (iGUARANTEE is carrier-side e-powers),https://www.insurancejournal.com/services/newswire/2020/07/15/575038.htm,highly fragmented; no company >5% share,https://www.ibisworld.com/industry-trends/specialized-market-research-reports/consumer-goods-services/personal/bail-bond-services.html,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented. Regulatory risk: bail reform is shrinking the niche in some states (Columbia Law Review result)."
75,Real estate appraisers,"owner-operator appraiser (solo/small firm; Anow from $49/mo, Flight... n/a)",2,"https://anow.com/pricing/ ($49/mo); https://www.alamode.com/store (TOTAL Elite $1,599 per 2022 forum post)",found: lenders/AMCs (349 licensed AMCs) assign orders and dictate delivery platforms; GSE UAD 3.6 mandates constrain forms software,https://mtgefi.com/top-appraisal-management-companies-amcs-in-the-us/,low concentration (largest CBRE),https://www.ibisworld.com/united-states/number-of-businesses/real-estate-appraisal/1359/,3,"+1 owner-operator, +1 public price, 0 (<3 public prices; Appraisal Inbox pricing page exists but amounts not in snippet), 0 gatekeeper (AMC/GSE), +1 low concentration. Industry shrinking (-4.6% CAGR)."
82,Independent auto repair shops,owner-operator shop owner (single-location independents; vendors price per shop $179-279/mo),4,https://www.tekmetric.com/pricing ($199/mo); https://www.shopmonkey.io/pricing ($215/mo annual); https://www.g2.com/products/autoleap/pricing ($179/mo); https://shop-ware.com/packages/ ($279/mo),"partial only: NAPA AutoCare perks tied to NAPA TRACS and Bosch Auto Service franchise-supplied software, but neither covers most independents",https://napatracs.com/,low concentration (largest TravelCenters of America),https://www.ibisworld.com/united-states/number-of-businesses/auto-mechanics/1689,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no majority gatekeeper, +1 low concentration. Crowded, well-funded incumbents (Shopmonkey $110M, AutoLeap $54M)."
89,Small engine & outdoor power equipment repair,owner-operator repair shop / servicing dealer principal,2,https://www.repairdesk.co/pricing/ ($99/mo); https://orderry.com/pricing/ ($39/mo),"partial: OEM warranty/parts portals (Stihl PSP, Toro EZ-Link) drive DMS integrations, but no OEM mandates a vendor in results",https://www.flyntlok.com/features/equipment-dealer-service-management,unverified,unverified,3,"+1 owner-operator, +1 public price, 0 (<3 public prices; Constellation DMS trio and Flyntlok are quote-only), +1 no gatekeeper, 0 concentration (not stated for repair segment). Constellation owns three of the incumbent DMSs (Ideal, c-Systems, Charter)."
98,Charter bus operators,owner-operator charter company (small companies hold >75% of market share),1,https://www.distinctive-systems.com/us/products/coach-manager/pricing/ (hosting $27.50/mo + $375 setup; core license price not shown),none found (brokers intermediate demand; no association/franchise mandates software),https://www.linkedin.com/company/thebusnetwork,low concentration (largest Coach USA; small companies >75% share),https://www.ibisworld.com/united-states/industry/scheduled-charter-bus-services/1163/,4,"+1 owner-operator, +1 public price (Distinctive hosting fee only), 0 (<3 public prices; Busify/Busie/busHive/TBN are quote-only), +1 no gatekeeper, +1 low concentration."
105,"Party & event rental companies (tents, bounce houses)",owner-operator ('mom-and-pop' per IBISWorld; InflatableOffice free tier under 10 items),4,https://pro.goodshuffle.com/pricing ($39/user/mo or $139/mo); https://inflatableoffice.com/pricing/ ($75-215/mo); https://www.softwareadvice.com/event-rental/ (ERS $79.95/mo); https://www.softwareadvice.com/rental/rentopian-profile/ (Rentopian $59/mo),none found,https://www.ibisworld.com/united-states/number-of-businesses/party-supply-rental/4389/,9.0% (top four operators); low concentration; largest Party Rental Ltd,https://www.ibisworld.com/united-states/number-of-businesses/party-supply-rental/4389/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 top-4 <40%. Strongest fragmentation evidence in this slice (explicit top-4 share)."
112,Independent jewelry stores,owner-operator independent jeweler (independents >70% of specialty market),3,"https://jewel360.com/pricing ($199/mo); https://www.wjewel.com/pos-pricing.php ($99/mo); https://www.theedgeforjewelers.com/pricing (one-time ~$4,600; cloud ~$500/mo)",none found: buying groups IJO (850+ members) and RJO offer vendor programs but no software mandate in results,https://www.ijo.com/why-ijo,"five largest specialty retailers 22.5% of specialty sales; 'highly fragmented' (Signet 20-F, 2007 data)",https://www.sec.gov/Archives/edgar/data/0000832988/000115697308000528/u55510ex15-3.htm,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented. Concentration evidence is old (FY2008 filing); store count declining -3.5%/yr."
119,Retail bakeries,owner-operator bakery owner / home baker,4,https://wholesalehandler.com/articles/bakesmart-pricing (BakeSmart $99/mo); https://www.bakesy.app/pricing ($9.99/mo); https://www.joinhomebase.com/blog/bakery-management-software (CakeBoss $149 yr1); https://theretailexec.com/tools/best-bakery-software/ (FlexiBake $125/mo),none found,https://www.ibisworld.com/united-states/number-of-businesses/bakery-cafes/4319/,low concentration (Bakery Cafes; largest Panera),https://www.ibisworld.com/united-states/number-of-businesses/bakery-cafes/4319/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 low concentration. Vertical incumbents are tiny (BakeSmart 3 employees); Square is the real horizontal incumbent."
126,Barber shops,owner-operator shop owner or booth-renting barber ($25-30/mo solo plans),4,https://getsquire.com/pricing ($30/mo); https://biz.booksy.com/pricing ($29.99/mo); https://thecut.co/pricing (free/$25); https://glossgenius.com/customers/barber-software ($28/mo),"none for independents; franchisors (Great Clips 4,530+ units; Sport Clips) control software only for their own units",https://www.entrepreneur.com/franchises/this-salon-franchise-has-50-market-share-of-all-franchised/477704,highly fragmented; no company >5% (Hair Salons report),https://www.ibisworld.com/united-states/industry/hair-salons/4410/,5,"+1 owner-operator, +1 public price, +1 >=3 public prices, +1 no gatekeeper, +1 fragmented. Very crowded, VC-funded incumbents (Squire $108M); marketplace apps compete on discovery."
